Date Time, Water Level, Sigma, I, L 
2016-01-01 00:00,1.237,0.007,0,0
2016-01-01 01:00,1.506,0.007,0,0
2016-01-01 02:00,1.683,0.003,0,0
2016-01-01 03:00,1.824,0.007,0,0
2016-01-01 04:00,1.906,0.010,0,0
2016-01-01 05:00,1.814,0.007,0,0
2016-01-01 06:00,1.673,0.013,0,0
2016-01-01 07:00,1.450,0.007,0,0
2016-01-01 08:00,1.253,0.003,0,0
2016-01-01 09:00,1.082,0.003,0,0
2016-01-01 10:00,0.892,0.003,0,0
2016-01-01 11:00,0.695,0.003,0,0
2016-01-01 12:00,0.630,0.003,0,0
2016-01-01 13:00,0.761,0.003,0,0
2016-01-01 14:00,0.931,0.003,0,0
2016-01-01 15:00,1.155,0.003,0,0
2016-01-01 16:00,1.220,0.010,0,0
2016-01-01 17:00,1.115,0.013,0,0
2016-01-01 18:00,1.014,0.013,0,0
2016-01-01 19:00,0.892,0.013,0,0
2016-01-01 20:00,0.702,0.013,0,0
2016-01-01 21:00,0.557,0.013,0,0
2016-01-01 22:00,0.485,0.010,0,0
2016-01-01 23:00,0.548,0.003,0,0
2016-01-02 00:00,0.643,0.003,0,0
2016-01-02 01:00,0.738,0.003,0,0
2016-01-02 02:00,0.968,0.010,0,0
2016-01-02 03:00,1.155,0.007,0,0
2016-01-02 04:00,1.240,0.003,0,0
2016-01-02 05:00,1.246,0.000,0,0
2016-01-02 06:00,1.069,0.003,0,0
2016-01-02 07:00,0.859,0.003,0,0
2016-01-02 08:00,0.656,0.010,0,0
2016-01-02 09:00,0.423,0.013,0,0
2016-01-02 10:00,0.223,0.007,0,0
2016-01-02 11:00,0.046,0.003,0,0
2016-01-02 12:00,-0.049,0.003,0,0
2016-01-02 13:00,-0.013,0.003,0,0
2016-01-02 14:00,0.177,0.003,0,0
2016-01-02 15:00,0.430,0.007,0,0
2016-01-02 16:00,0.685,0.003,0,0
2016-01-02 17:00,0.895,0.010,0,0
2016-01-02 18:00,1.036,0.010,0,0
2016-01-02 19:00,1.073,0.013,0,0
2016-01-02 20:00,0.968,0.007,0,0
2016-01-02 21:00,0.886,0.007,0,0
2016-01-02 22:00,0.840,0.003,0,0
2016-01-02 23:00,0.869,0.010,0,0
2016-01-03 00:00,0.915,0.007,0,0
2016-01-03 01:00,0.987,0.016,0,0
2016-01-03 02:00,1.089,0.007,0,0
2016-01-03 03:00,1.263,0.003,0,0
2016-01-03 04:00,1.430,0.013,0,0
2016-01-03 05:00,1.535,0.016,0,0
2016-01-03 06:00,1.489,0.003,0,0
2016-01-03 07:00,1.407,0.003,0,0
2016-01-03 08:00,1.250,0.007,0,0
2016-01-03 09:00,1.004,0.003,0,0
2016-01-03 10:00,0.761,0.003,0,0
2016-01-03 11:00,0.662,0.007,0,0
2016-01-03 12:00,0.538,0.007,0,0
2016-01-03 13:00,0.459,0.007,0,0
2016-01-03 14:00,0.600,0.013,0,0
2016-01-03 15:00,0.846,0.007,0,0
2016-01-03 16:00,1.040,0.007,0,0
2016-01-03 17:00,1.260,0.007,0,0
2016-01-03 18:00,1.371,0.010,0,0
2016-01-03 19:00,1.427,0.007,0,0
2016-01-03 20:00,1.378,0.003,0,0
2016-01-03 21:00,1.230,0.007,0,0
2016-01-03 22:00,1.069,0.013,0,0
2016-01-03 23:00,0.931,0.013,0,0
2016-01-04 00:00,0.728,0.013,0,0
2016-01-04 01:00,0.370,0.007,0,0
2016-01-04 02:00,0.262,0.003,0,0
2016-01-04 03:00,0.269,0.003,0,0
2016-01-04 04:00,0.344,0.003,0,0
2016-01-04 05:00,0.351,0.007,0,0
2016-01-04 06:00,0.380,0.003,0,0
2016-01-04 07:00,0.331,0.003,0,0
2016-01-04 08:00,0.187,0.003,0,0
2016-01-04 09:00,-0.023,0.023,0,0
2016-01-04 10:00,-0.266,0.007,0,0
2016-01-04 11:00,-0.417,0.013,0,0
2016-01-04 12:00,-0.715,0.010,0,0
2016-01-04 13:00,-0.827,0.010,0,0
2016-01-04 14:00,-0.578,0.010,0,0
2016-01-04 15:00,-0.312,0.020,0,0
2016-01-04 16:00,-0.250,0.020,0,0
2016-01-04 17:00,-0.138,0.013,0,0
2016-01-04 18:00,0.088,0.020,0,0
2016-01-04 19:00,0.243,0.020,0,0
2016-01-04 20:00,0.200,0.013,0,0
2016-01-04 21:00,0.095,0.016,0,0
2016-01-04 22:00,-0.082,0.016,0,0
2016-01-04 23:00,-0.236,0.016,0,0
2016-01-05 00:00,-0.345,0.016,0,0
2016-01-05 01:00,-0.545,0.016,0,0
2016-01-05 02:00,-0.814,0.020,0,0
2016-01-05 03:00,-0.939,0.016,0,0
2016-01-05 04:00,-1.135,0.016,0,0
2016-01-05 05:00,-1.119,0.016,0,0
2016-01-05 06:00,-1.135,0.013,0,0
2016-01-05 07:00,-1.057,0.013,0,0
2016-01-05 08:00,-1.273,0.010,0,0
2016-01-05 09:00,-1.408,0.010,0,0
2016-01-05 10:00,-1.464,0.010,0,0
2016-01-05 11:00,-1.631,0.013,0,0
2016-01-05 12:00,-1.772,0.007,0,0
2016-01-05 13:00,-1.742,0.016,0,0
2016-01-05 14:00,-1.696,0.010,0,0
2016-01-05 15:00,-1.493,0.010,0,0
2016-01-05 16:00,-1.185,0.007,0,0
2016-01-05 17:00,-0.735,0.007,0,0
2016-01-05 18:00,-0.364,0.007,0,0
2016-01-05 19:00,0.029,0.007,0,0
2016-01-05 20:00,0.331,0.010,0,0
2016-01-05 21:00,0.574,0.007,0,0
2016-01-05 22:00,0.735,0.007,0,0
2016-01-05 23:00,0.764,0.007,0,0
2016-01-06 00:00,0.784,0.020,0,0
2016-01-06 01:00,0.849,0.010,0,0
2016-01-06 02:00,0.931,0.003,0,0
2016-01-06 03:00,1.023,0.000,0,0
2016-01-06 04:00,1.184,0.003,0,0
2016-01-06 05:00,1.338,0.000,0,0
2016-01-06 06:00,1.499,0.003,0,0
2016-01-06 07:00,1.643,0.003,0,0
2016-01-06 08:00,1.683,0.007,0,0
2016-01-06 09:00,1.650,0.003,0,0
2016-01-06 10:00,1.529,0.007,0,0
2016-01-06 11:00,1.322,0.003,0,0
2016-01-06 12:00,1.109,0.007,0,0
2016-01-06 13:00,0.968,0.007,0,0
2016-01-06 14:00,0.859,0.007,0,0
