Date Time, Water Level, Sigma, I, L 
2016-02-26 20:00,-1.362,0.020,0,0
2016-02-26 21:00,-1.434,0.020,0,0
2016-02-26 22:00,-1.283,0.013,0,0
2016-02-26 23:00,-1.060,0.013,0,0
2016-02-27 00:00,-0.686,0.013,0,0
2016-02-27 01:00,-0.489,0.010,0,0
2016-02-27 02:00,-0.351,0.007,0,0
2016-02-27 03:00,-0.282,0.007,0,0
2016-02-27 04:00,-0.322,0.010,0,0
2016-02-27 05:00,-0.440,0.007,0,0
2016-02-27 06:00,-0.614,0.023,0,0
2016-02-27 07:00,-0.748,0.003,0,0
2016-02-27 08:00,-0.788,0.010,0,0
2016-02-27 09:00,-0.912,0.007,0,0
2016-02-27 10:00,-0.850,0.007,0,0
2016-02-27 11:00,-0.620,0.013,0,0
2016-02-27 12:00,-0.351,0.007,0,0
2016-02-27 13:00,-0.154,0.003,0,0
2016-02-27 14:00,0.013,0.003,0,0
2016-02-27 15:00,0.059,0.013,0,0
2016-02-27 16:00,0.016,0.003,0,0
2016-02-27 17:00,-0.168,0.020,0,0
2016-02-27 18:00,-0.319,0.016,0,0
2016-02-27 19:00,-0.420,0.003,0,0
2016-02-27 20:00,-0.466,0.007,0,0
2016-02-27 21:00,-0.453,0.007,0,0
2016-02-27 22:00,-0.289,0.007,0,0
2016-02-27 23:00,0.026,0.007,0,0
2016-02-28 00:00,0.361,0.007,0,0
2016-02-28 01:00,0.656,0.007,0,0
2016-02-28 02:00,0.876,0.010,0,0
2016-02-28 03:00,0.974,0.003,0,0
2016-02-28 04:00,0.974,0.003,0,0
2016-02-28 05:00,0.807,0.003,0,0
2016-02-28 06:00,0.620,0.003,0,0
2016-02-28 07:00,0.512,0.003,0,0
2016-02-28 08:00,0.446,0.000,0,0
2016-02-28 09:00,0.380,0.007,0,0
2016-02-28 10:00,0.416,0.007,0,0
2016-02-28 11:00,0.639,0.010,0,0
2016-02-28 12:00,0.931,0.003,0,0
2016-02-28 13:00,1.155,0.007,0,0
2016-02-28 14:00,1.394,0.010,0,0
2016-02-28 15:00,1.463,0.010,0,0
2016-02-28 16:00,1.368,0.003,0,0
2016-02-28 17:00,1.237,0.007,0,0
2016-02-28 18:00,1.046,0.013,0,0
2016-02-28 19:00,0.843,0.013,0,0
2016-02-28 20:00,0.695,0.007,0,0
2016-02-28 21:00,0.577,0.023,0,0
2016-02-28 22:00,0.426,0.010,0,0
2016-02-28 23:00,0.466,0.020,0,0
2016-02-29 00:00,0.653,0.030,0,0
2016-02-29 01:00,0.826,0.003,0,0
2016-02-29 02:00,0.987,0.003,0,0
2016-02-29 03:00,1.105,0.003,0,0
2016-02-29 04:00,1.036,0.003,0,0
2016-02-29 05:00,0.922,0.010,0,0
2016-02-29 06:00,0.748,0.010,0,0
2016-02-29 07:00,0.498,0.007,0,0
2016-02-29 08:00,0.377,0.007,0,0
2016-02-29 09:00,0.308,0.010,0,0
2016-02-29 10:00,0.223,0.007,0,0
2016-02-29 11:00,0.239,0.016,0,0
2016-02-29 12:00,0.403,0.007,0,0
2016-02-29 13:00,0.659,0.020,0,0
2016-02-29 14:00,0.895,0.003,0,0
2016-02-29 15:00,1.076,0.007,0,0
2016-02-29 16:00,1.089,0.016,0,0
2016-02-29 17:00,0.938,0.023,0,0
2016-02-29 18:00,0.502,0.023,0,0
2016-02-29 19:00,0.370,0.016,0,0
2016-02-29 20:00,0.292,0.016,0,0
2016-02-29 21:00,0.013,0.010,0,0
2016-02-29 22:00,-0.148,0.007,0,0
2016-02-29 23:00,-0.194,0.007,0,0

